0.000000, 0.000000, 1.198190
0.050000, 0.000000, 1.264046
0.100000, 0.000000, 1.275541
0.150000, 0.000000, 1.235220
0.200000, 0.000000, 1.148547
0.250000, 0.000000, 1.023550
0.300000, 0.000000, 0.870314
0.350000, 0.000000, 0.700378
0.400000, 0.000000, 0.526049
0.450000, 0.000000, 0.359692
0.500000, 0.000000, 0.213017
0.550000, 0.000000, 0.096421
0.600000, 0.000000, 0.018403
0.650000, 0.000000, -0.014896
0.700000, 0.000000, -0.000020
0.750000, 0.000000, 0.063639
0.800000, 0.000000, 0.173842
0.850000, 0.000000, 0.325666
0.900000, 0.000000, 0.511832
0.950000, 0.000000, 0.723162
1.000000, 0.000000, 0.949146
1.050000, 0.000000, 1.178591
1.100000, 0.000000, 1.400303
1.150000, 0.000000, 1.603771
1.200000, 0.000000, 1.779819
1.250000, 0.000000, 1.921166
1.300000, 0.000000, 2.022890
1.350000, 0.000000, 2.082753
1.400000, 0.000000, 2.101361
1.450000, 0.000000, 2.082171
1.500000, 0.000000, 2.031324
1.550000, 0.000000, 1.957320
1.600000, 0.000000, 1.870554
1.650000, 0.000000, 1.782737
1.700000, 0.000000, 1.706234
1.750000, 0.000000, 1.653353
1.800000, 0.000000, 1.635631
1.850000, 0.000000, 1.663154
1.900000, 0.000000, 1.743949
1.950000, 0.000000, 1.883483
2.000000, 0.000000, 2.084298
0.000000, 0.050000, 1.153874
0.050000, 0.050000, 1.160470
0.100000, 0.050000, 1.117365
0.150000, 0.050000, 1.029921
0.200000, 0.050000, 0.906013
0.250000, 0.050000, 0.755528
0.300000, 0.050000, 0.589764
0.350000, 0.050000, 0.420756
0.400000, 0.050000, 0.260565
0.450000, 0.050000, 0.120581
0.500000, 0.050000, 0.010864
0.550000, 0.050000, -0.060425
0.600000, 0.050000, -0.087480
0.650000, 0.050000, -0.067167
0.700000, 0.050000, 0.000820
0.750000, 0.050000, 0.113967
0.800000, 0.050000, 0.267112
0.850000, 0.050000, 0.452779
0.900000, 0.050000, 0.661636
0.950000, 0.050000, 0.883070
1.000000, 0.050000, 1.105835
1.050000, 0.050000, 1.318740
1.100000, 0.050000, 1.511331
1.150000, 0.050000, 1.674536
1.200000, 0.050000, 1.801234
1.250000, 0.050000, 1.886704
1.300000, 0.050000, 1.928950
1.350000, 0.050000, 1.928858
1.400000, 0.050000, 1.890190
1.450000, 0.050000, 1.819413
1.500000, 0.050000, 1.725365
1.550000, 0.050000, 1.618786
1.600000, 0.050000, 1.511724
1.650000, 0.050000, 1.416871
1.700000, 0.050000, 1.346840
1.750000, 0.050000, 1.313447
1.800000, 0.050000, 1.327020
1.850000, 0.050000, 1.395789
1.900000, 0.050000, 1.525376
1.950000, 0.050000, 1.718432
2.000000, 0.050000, 1.974426
0.000000, 0.100000, 1.081080
0.050000, 0.100000, 1.033076
0.100000, 0.100000, 0.942860
0.150000, 0.100000, 0.818214
0.200000, 0.100000, 0.668885
0.250000, 0.100000, 0.505986
0.300000, 0.100000, 0.341323
0.350000, 0.100000, 0.186698
0.400000, 0.100000, 0.053209
0.450000, 0.100000, -0.049394
0.500000, 0.100000, -0.113273
0.550000, 0.100000, -0.132949
0.600000, 0.100000, -0.105613
0.650000, 0.100000, -0.031269
0.700000, 0.100000, 0.087278
0.750000, 0.100000, 0.244604
0.800000, 0.100000, 0.433002
0.850000, 0.100000, 0.642955
0.900000, 0.100000, 0.863705
0.950000, 0.100000, 1.083915
1.000000, 0.100000, 1.292350
1.050000, 0.100000, 1.478569
1.100000, 0.100000, 1.633565
1.150000, 0.100000, 1.750330
1.200000, 0.100000, 1.824313
1.250000, 0.100000, 1.853726
1.300000, 0.100000, 1.839707
1.350000, 0.100000, 1.786303
1.400000, 0.100000, 1.700293
1.450000, 0.100000, 1.590851
1.500000, 0.100000, 1.469060
1.550000, 0.100000, 1.347319
1.600000, 0.100000, 1.238663
1.650000, 0.100000, 1.156038
1.700000, 0.100000, 1.111569
1.750000, 0.100000, 1.115868
1.800000, 0.100000, 1.177411
1.850000, 0.100000, 1.302027
1.900000, 0.100000, 1.492526
1.950000, 0.100000, 1.748487
2.000000, 0.100000, 2.066221
0.000000, 0.150000, 0.983349
0.050000, 0.150000, 0.888223
0.100000, 0.150000, 0.760804
0.150000, 0.150000, 0.610772
0.200000, 0.150000, 0.449123
0.250000, 0.150000, 0.287503
0.300000, 0.150000, 0.137508
0.350000, 0.150000, 0.009999
0.400000, 0.150000, -0.085541
0.450000, 0.150000, -0.141563
0.500000, 0.150000, -0.152890
0.550000, 0.150000, -0.117018
