0.000000, 0.000000, 0.185403
0.050000, 0.000000, 0.120668
0.100000, 0.000000, 0.025790
0.150000, 0.000000, -0.100017
0.200000, 0.000000, -0.256742
0.250000, 0.000000, -0.443583
0.300000, 0.000000, -0.658963
0.350000, 0.000000, -0.900568
0.400000, 0.000000, -1.165408
0.450000, 0.000000, -1.449886
0.500000, 0.000000, -1.749891
0.550000, 0.000000, -2.060893
0.600000, 0.000000, -2.378063
0.650000, 0.000000, -2.696384
0.700000, 0.000000, -3.010781
0.750000, 0.000000, -3.316240
0.800000, 0.000000, -3.607935
0.850000, 0.000000, -3.881348
0.900000, 0.000000, -4.132376
0.950000, 0.000000, -4.357436
1.000000, 0.000000, -4.553552
1.050000, 0.000000, -4.718426
1.100000, 0.000000, -4.850498
1.150000, 0.000000, -4.948984
1.200000, 0.000000, -5.013891
1.250000, 0.000000, -5.046024
1.300000, 0.000000, -5.046959
1.350000, 0.000000, -5.019009
1.400000, 0.000000, -4.965166
1.450000, 0.000000, -4.889025
1.500000, 0.000000, -4.794700
1.550000, 0.000000, -4.686717
1.600000, 0.000000, -4.569907
1.650000, 0.000000, -4.449287
1.700000, 0.000000, -4.329933
1.750000, 0.000000, -4.216858
1.800000, 0.000000, -4.114887
1.850000, 0.000000, -4.028539
1.900000, 0.000000, -3.961918
1.950000, 0.000000, -3.918604
2.000000, 0.000000, -3.901577
0.000000, 0.050000, 0.026689
0.050000, 0.050000, -0.082069
0.100000, 0.050000, -0.219874
0.150000, 0.050000, -0.386809
0.200000, 0.050000, -0.582208
0.250000, 0.050000, -0.804673
0.300000, 0.050000, -1.052102
0.350000, 0.050000, -1.321752
0.400000, 0.050000, -1.610294
0.450000, 0.050000, -1.913905
0.500000, 0.050000, -2.228357
0.550000, 0.050000, -2.549120
0.600000, 0.050000, -2.871478
0.650000, 0.050000, -3.190644
0.700000, 0.050000, -3.501873
0.750000, 0.050000, -3.800585
0.800000, 0.050000, -4.082475
0.850000, 0.050000, -4.343618
0.900000, 0.050000, -4.580569
0.950000, 0.050000, -4.790443
1.000000, 0.050000, -4.970990
1.050000, 0.050000, -5.120651
1.100000, 0.050000, -5.238590
